family_index,graph6,n,m,Delta,delta,regular,tree,families,descriptions
1072,Qsa?GC@?G?_@?@??_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.1.1.1.13
1073,Qs_K?E??K??@_???o???@_????G,18,17,10,1,0,1,spider,spider:arms=1.1.1.2.2.2.2.2.2.2
1074,Qs_K?E??K??@_???o???@??C??G,18,17,9,1,0,1,spider,spider:arms=1.1.1.2.2.2.2.2.4
1075,Qs_K?E??K??@_???_?K????C??G,18,17,9,1,0,1,spider,spider:arms=1.1.1.2.2.2.2.3.3
1076,Qs_K?E??K??@_???_?G?@??C??G,18,17,8,1,0,1,spider,spider:arms=1.1.1.2.2.2.2.6
1077,Qs_K?E??K??@?@_???G?@??C??G,18,17,8,1,0,1,spider,spider:arms=1.1.1.2.2.2.3.5
1078,Qs_K?E??K??@?@??o???@??C??G,18,17,8,1,0,1,spider,spider:arms=1.1.1.2.2.2.4.4
1079,Qs_K?E??K??@?@??_?G?@??C??G,18,17,7,1,0,1,spider,spider:arms=1.1.1.2.2.2.8
1080,Qs_K?E??G?o??@??o???@??C??G,18,17,8,1,0,1,spider,spider:arms=1.1.1.2.2.3.3.4
1081,Qs_K?E??G?o??@??_?G?@??C??G,18,17,7,1,0,1,spider,spider:arms=1.1.1.2.2.3.7
1082,Qs_K?E??G?_@_???_?G?@??C??G,18,17,7,1,0,1,spider,spider:arms=1.1.1.2.2.4.6
1083,Qs_K?E??G?_@?@_???G?@??C??G,18,17,7,1,0,1,spider,spider:arms=1.1.1.2.2.5.5
1084,Qs_K?E??G?_@?@??_?G?@??C??G,18,17,6,1,0,1,spider,spider:arms=1.1.1.2.2.10
1085,Qs_K?C@_??_@_???_?K????C??G,18,17,8,1,0,1,spider,spider:arms=1.1.1.2.3.3.3.3
1086,Qs_K?C@_??_@_???_?G?@??C??G,18,17,7,1,0,1,spider,spider:arms=1.1.1.2.3.3.6
1087,Qs_K?C@_??_@?@_???G?@??C??G,18,17,7,1,0,1,spider,spider:arms=1.1.1.2.3.4.5
1088,Qs_K?C@_??_@?@??_?G?@??C??G,18,17,6,1,0,1,spider,spider:arms=1.1.1.2.3.9
1089,Qs_K?C@?K??@?@??o???@??C??G,18,17,7,1,0,1,spider,spider:arms=1.1.1.2.4.4.4
1090,Qs_K?C@?K??@?@??_?G?@??C??G,18,17,6,1,0,1,spider,spider:arms=1.1.1.2.4.8
1091,Qs_K?C@?G?o??@??_?G?@??C??G,18,17,6,1,0,1,spider,spider:arms=1.1.1.2.5.7
1092,Qs_K?C@?G?_@_???_?G?@??C??G,18,17,6,1,0,1,spider,spider:arms=1.1.1.2.6.6
1093,Qs_K?C@?G?_@?@??_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.1.1.2.12
1094,Qs_GK?@?K??@?@_???G?@??C??G,18,17,7,1,0,1,spider,spider:arms=1.1.1.3.3.3.5
1095,Qs_GK?@?K??@?@??o???@??C??G,18,17,7,1,0,1,spider,spider:arms=1.1.1.3.3.4.4
1096,Qs_GK?@?K??@?@??_?G?@??C??G,18,17,6,1,0,1,spider,spider:arms=1.1.1.3.3.8
1097,Qs_GK?@?G?o??@??_?G?@??C??G,18,17,6,1,0,1,spider,spider:arms=1.1.1.3.4.7
1098,Qs_GK?@?G?_@_???_?G?@??C??G,18,17,6,1,0,1,spider,spider:arms=1.1.1.3.5.6
1099,Qs_GK?@?G?_@?@??_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.1.1.3.11
1100,Qs_GGE??G?_@_???_?G?@??C??G,18,17,6,1,0,1,spider,spider:arms=1.1.1.4.4.6
1101,Qs_GGE??G?_@?@_???G?@??C??G,18,17,6,1,0,1,spider,spider:arms=1.1.1.4.5.5
1102,Qs_GGE??G?_@?@??_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.1.1.4.10
1103,Qs_GGC@_??_@?@??_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.1.1.5.9
1104,Qs_GGC@?K??@?@??_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.1.1.6.8
1105,Qs_GGC@?G?o??@??_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.1.1.7.7
1106,Qs_GGC@?G?_@?@??_?G?@??C??G,18,17,4,1,0,1,caterpillar;spider,spider:arms=1.1.1.14 | caterpillar:spine=15;leaves=3.0.0.0.0.0.0.0.0.0.0.0.0.0.0
1107,QsE?K?@_??o??@_???K????C??G,18,17,9,1,0,1,spider,spider:arms=1.1.2.2.2.2.2.2.3
1108,QsE?K?@_??o??@_???G?@??C??G,18,17,8,1,0,1,spider,spider:arms=1.1.2.2.2.2.2.5
1109,QsE?K?@_??o??@??o???@??C??G,18,17,8,1,0,1,spider,spider:arms=1.1.2.2.2.2.3.4
1110,QsE?K?@_??o??@??_?G?@??C??G,18,17,7,1,0,1,spider,spider:arms=1.1.2.2.2.2.7
1111,QsE?K?@_??_@_???_?K????C??G,18,17,8,1,0,1,spider,spider:arms=1.1.2.2.2.3.3.3
1112,QsE?K?@_??_@_???_?G?@??C??G,18,17,7,1,0,1,spider,spider:arms=1.1.2.2.2.3.6
1113,QsE?K?@_??_@?@_???G?@??C??G,18,17,7,1,0,1,spider,spider:arms=1.1.2.2.2.4.5
1114,QsE?K?@_??_@?@??_?G?@??C??G,18,17,6,1,0,1,spider,spider:arms=1.1.2.2.2.9
1115,QsE?K?@?K??@?@_???G?@??C??G,18,17,7,1,0,1,spider,spider:arms=1.1.2.2.3.3.5
1116,QsE?K?@?K??@?@??o???@??C??G,18,17,7,1,0,1,spider,spider:arms=1.1.2.2.3.4.4
1117,QsE?K?@?K??@?@??_?G?@??C??G,18,17,6,1,0,1,spider,spider:arms=1.1.2.2.3.8
1118,QsE?K?@?G?o??@??_?G?@??C??G,18,17,6,1,0,1,spider,spider:arms=1.1.2.2.4.7
1119,QsE?K?@?G?_@_???_?G?@??C??G,18,17,6,1,0,1,spider,spider:arms=1.1.2.2.5.6
1120,QsE?K?@?G?_@?@??_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.1.2.2.11
1121,QsE?GE??G?o??@??o???@??C??G,18,17,7,1,0,1,spider,spider:arms=1.1.2.3.3.3.4
1122,QsE?GE??G?o??@??_?G?@??C??G,18,17,6,1,0,1,spider,spider:arms=1.1.2.3.3.7
1123,QsE?GE??G?_@_???_?G?@??C??G,18,17,6,1,0,1,spider,spider:arms=1.1.2.3.4.6
1124,QsE?GE??G?_@?@_???G?@??C??G,18,17,6,1,0,1,spider,spider:arms=1.1.2.3.5.5
1125,QsE?GE??G?_@?@??_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.1.2.3.10
1126,QsE?GC@_??_@?@_???G?@??C??G,18,17,6,1,0,1,spider,spider:arms=1.1.2.4.4.5
1127,QsE?GC@_??_@?@??_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.1.2.4.9
1128,QsE?GC@?K??@?@??_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.1.2.5.8
1129,QsE?GC@?G?o??@??_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.1.2.6.7
1130,QsE?GC@?G?_@?@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=1.1.2.13
1131,QsCK?C@_??_@_???_?K????C??G,18,17,7,1,0,1,spider,spider:arms=1.1.3.3.3.3.3
1132,QsCK?C@_??_@_???_?G?@??C??G,18,17,6,1,0,1,spider,spider:arms=1.1.3.3.3.6
1133,QsCK?C@_??_@?@_???G?@??C??G,18,17,6,1,0,1,spider,spider:arms=1.1.3.3.4.5
1134,QsCK?C@_??_@?@??_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.1.3.3.9
1135,QsCK?C@?K??@?@??o???@??C??G,18,17,6,1,0,1,spider,spider:arms=1.1.3.4.4.4
1136,QsCK?C@?K??@?@??_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.1.3.4.8
1137,QsCK?C@?G?o??@??_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.1.3.5.7
1138,QsCK?C@?G?_@_???_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.1.3.6.6
1139,QsCK?C@?G?_@?@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=1.1.3.12
1140,QsCGK?@?G?o??@??_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.1.4.4.7
1141,QsCGK?@?G?_@_???_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.1.4.5.6
1142,QsCGK?@?G?_@?@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=1.1.4.11
1143,QsCGGE??G?_@?@_???G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.1.5.5.5
1144,QsCGGE??G?_@?@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=1.1.5.10
1145,QsCGGC@_??_@?@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=1.1.6.9
1146,QsCGGC@?K??@?@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=1.1.7.8
1147,QsCGGC@?G?_@?@??_?G?@??C??G,18,17,3,1,0,1,spider,spider:arms=1.1.15
1148,Qp_K?E??K??@_???o???@_????G,18,17,9,1,0,1,spider,spider:arms=1.2.2.2.2.2.2.2.2
1149,Qp_K?E??K??@_???o???@??C??G,18,17,8,1,0,1,spider,spider:arms=1.2.2.2.2.2.2.4
1150,Qp_K?E??K??@_???_?K????C??G,18,17,8,1,0,1,spider,spider:arms=1.2.2.2.2.2.3.3
1151,Qp_K?E??K??@_???_?G?@??C??G,18,17,7,1,0,1,spider,spider:arms=1.2.2.2.2.2.6
1152,Qp_K?E??K??@?@_???G?@??C??G,18,17,7,1,0,1,spider,spider:arms=1.2.2.2.2.3.5
1153,Qp_K?E??K??@?@??o???@??C??G,18,17,7,1,0,1,spider,spider:arms=1.2.2.2.2.4.4
1154,Qp_K?E??K??@?@??_?G?@??C??G,18,17,6,1,0,1,spider,spider:arms=1.2.2.2.2.8
1155,Qp_K?E??G?o??@??o???@??C??G,18,17,7,1,0,1,spider,spider:arms=1.2.2.2.3.3.4
1156,Qp_K?E??G?o??@??_?G?@??C??G,18,17,6,1,0,1,spider,spider:arms=1.2.2.2.3.7
1157,Qp_K?E??G?_@_???_?G?@??C??G,18,17,6,1,0,1,spider,spider:arms=1.2.2.2.4.6
1158,Qp_K?E??G?_@?@_???G?@??C??G,18,17,6,1,0,1,spider,spider:arms=1.2.2.2.5.5
1159,Qp_K?E??G?_@?@??_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.2.2.2.10
1160,Qp_K?C@_??_@_???_?K????C??G,18,17,7,1,0,1,spider,spider:arms=1.2.2.3.3.3.3
1161,Qp_K?C@_??_@_???_?G?@??C??G,18,17,6,1,0,1,spider,spider:arms=1.2.2.3.3.6
1162,Qp_K?C@_??_@?@_???G?@??C??G,18,17,6,1,0,1,spider,spider:arms=1.2.2.3.4.5
1163,Qp_K?C@_??_@?@??_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.2.2.3.9
1164,Qp_K?C@?K??@?@??o???@??C??G,18,17,6,1,0,1,spider,spider:arms=1.2.2.4.4.4
1165,Qp_K?C@?K??@?@??_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.2.2.4.8
1166,Qp_K?C@?G?o??@??_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.2.2.5.7
1167,Qp_K?C@?G?_@_???_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.2.2.6.6
1168,Qp_K?C@?G?_@?@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=1.2.2.12
1169,Qp_GK?@?K??@?@_???G?@??C??G,18,17,6,1,0,1,spider,spider:arms=1.2.3.3.3.5
1170,Qp_GK?@?K??@?@??o???@??C??G,18,17,6,1,0,1,spider,spider:arms=1.2.3.3.4.4
1171,Qp_GK?@?K??@?@??_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.2.3.3.8
1172,Qp_GK?@?G?o??@??_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.2.3.4.7
1173,Qp_GK?@?G?_@_???_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.2.3.5.6
1174,Qp_GK?@?G?_@?@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=1.2.3.11
1175,Qp_GGE??G?_@_???_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.2.4.4.6
1176,Qp_GGE??G?_@?@_???G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.2.4.5.5
1177,Qp_GGE??G?_@?@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=1.2.4.10
1178,Qp_GGC@_??_@?@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=1.2.5.9
1179,Qp_GGC@?K??@?@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=1.2.6.8
1180,Qp_GGC@?G?o??@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=1.2.7.7
1181,Qp_GGC@?G?_@?@??_?G?@??C??G,18,17,3,1,0,1,caterpillar;spider,spider:arms=1.2.14 | caterpillar:spine=17;leaves=0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0
1182,QpE?GE??G?o??@??o???@??C??G,18,17,6,1,0,1,spider,spider:arms=1.3.3.3.3.4
1183,QpE?GE??G?o??@??_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.3.3.3.7
1184,QpE?GE??G?_@_???_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.3.3.4.6
1185,QpE?GE??G?_@?@_???G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.3.3.5.5
1186,QpE?GE??G?_@?@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=1.3.3.10
1187,QpE?GC@_??_@?@_???G?@??C??G,18,17,5,1,0,1,spider,spider:arms=1.3.4.4.5
1188,QpE?GC@_??_@?@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=1.3.4.9
1189,QpE?GC@?K??@?@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=1.3.5.8
1190,QpE?GC@?G?o??@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=1.3.6.7
1191,QpE?GC@?G?_@?@??_?G?@??C??G,18,17,3,1,0,1,spider,spider:arms=1.3.13
1192,QpCK?C@?K??@?@??o???@??C??G,18,17,5,1,0,1,spider,spider:arms=1.4.4.4.4
1193,QpCK?C@?K??@?@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=1.4.4.8
1194,QpCK?C@?G?o??@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=1.4.5.7
1195,QpCK?C@?G?_@_???_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=1.4.6.6
1196,QpCK?C@?G?_@?@??_?G?@??C??G,18,17,3,1,0,1,spider,spider:arms=1.4.12
1197,QpCGK?@?G?_@_???_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=1.5.5.6
1198,QpCGK?@?G?_@?@??_?G?@??C??G,18,17,3,1,0,1,spider,spider:arms=1.5.11
1199,QpCGGE??G?_@?@??_?G?@??C??G,18,17,3,1,0,1,spider,spider:arms=1.6.10
1200,QpCGGC@_??_@?@??_?G?@??C??G,18,17,3,1,0,1,spider,spider:arms=1.7.9
1201,QpCGGC@?K??@?@??_?G?@??C??G,18,17,3,1,0,1,spider,spider:arms=1.8.8
1202,QkE?K?@_??o??@_???K????C??G,18,17,8,1,0,1,spider,spider:arms=2.2.2.2.2.2.2.3
1203,QkE?K?@_??o??@_???G?@??C??G,18,17,7,1,0,1,spider,spider:arms=2.2.2.2.2.2.5
1204,QkE?K?@_??o??@??o???@??C??G,18,17,7,1,0,1,spider,spider:arms=2.2.2.2.2.3.4
1205,QkE?K?@_??o??@??_?G?@??C??G,18,17,6,1,0,1,spider,spider:arms=2.2.2.2.2.7
1206,QkE?K?@_??_@_???_?K????C??G,18,17,7,1,0,1,spider,spider:arms=2.2.2.2.3.3.3
1207,QkE?K?@_??_@_???_?G?@??C??G,18,17,6,1,0,1,spider,spider:arms=2.2.2.2.3.6
1208,QkE?K?@_??_@?@_???G?@??C??G,18,17,6,1,0,1,spider,spider:arms=2.2.2.2.4.5
1209,QkE?K?@_??_@?@??_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=2.2.2.2.9
1210,QkE?K?@?K??@?@_???G?@??C??G,18,17,6,1,0,1,spider,spider:arms=2.2.2.3.3.5
1211,QkE?K?@?K??@?@??o???@??C??G,18,17,6,1,0,1,spider,spider:arms=2.2.2.3.4.4
1212,QkE?K?@?K??@?@??_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=2.2.2.3.8
1213,QkE?K?@?G?o??@??_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=2.2.2.4.7
1214,QkE?K?@?G?_@_???_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=2.2.2.5.6
1215,QkE?K?@?G?_@?@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=2.2.2.11
1216,QkE?GE??G?o??@??o???@??C??G,18,17,6,1,0,1,spider,spider:arms=2.2.3.3.3.4
1217,QkE?GE??G?o??@??_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=2.2.3.3.7
1218,QkE?GE??G?_@_???_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=2.2.3.4.6
1219,QkE?GE??G?_@?@_???G?@??C??G,18,17,5,1,0,1,spider,spider:arms=2.2.3.5.5
1220,QkE?GE??G?_@?@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=2.2.3.10
1221,QkE?GC@_??_@?@_???G?@??C??G,18,17,5,1,0,1,spider,spider:arms=2.2.4.4.5
1222,QkE?GC@_??_@?@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=2.2.4.9
1223,QkE?GC@?K??@?@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=2.2.5.8
1224,QkE?GC@?G?o??@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=2.2.6.7
1225,QkE?GC@?G?_@?@??_?G?@??C??G,18,17,3,1,0,1,spider,spider:arms=2.2.13
1226,QkCK?C@_??_@_???_?K????C??G,18,17,6,1,0,1,spider,spider:arms=2.3.3.3.3.3
1227,QkCK?C@_??_@_???_?G?@??C??G,18,17,5,1,0,1,spider,spider:arms=2.3.3.3.6
1228,QkCK?C@_??_@?@_???G?@??C??G,18,17,5,1,0,1,spider,spider:arms=2.3.3.4.5
1229,QkCK?C@_??_@?@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=2.3.3.9
1230,QkCK?C@?K??@?@??o???@??C??G,18,17,5,1,0,1,spider,spider:arms=2.3.4.4.4
1231,QkCK?C@?K??@?@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=2.3.4.8
1232,QkCK?C@?G?o??@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=2.3.5.7
1233,QkCK?C@?G?_@_???_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=2.3.6.6
1234,QkCK?C@?G?_@?@??_?G?@??C??G,18,17,3,1,0,1,spider,spider:arms=2.3.12
1235,QkCGK?@?G?o??@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=2.4.4.7
1236,QkCGK?@?G?_@_???_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=2.4.5.6
1237,QkCGK?@?G?_@?@??_?G?@??C??G,18,17,3,1,0,1,spider,spider:arms=2.4.11
1238,QkCGGE??G?_@?@_???G?@??C??G,18,17,4,1,0,1,spider,spider:arms=2.5.5.5
1239,QkCGGE??G?_@?@??_?G?@??C??G,18,17,3,1,0,1,spider,spider:arms=2.5.10
1240,QkCGGC@_??_@?@??_?G?@??C??G,18,17,3,1,0,1,spider,spider:arms=2.6.9
1241,QkCGGC@?K??@?@??_?G?@??C??G,18,17,3,1,0,1,spider,spider:arms=2.7.8
1242,Qh_GK?@?K??@?@_???G?@??C??G,18,17,5,1,0,1,spider,spider:arms=3.3.3.3.5
1243,Qh_GK?@?K??@?@??o???@??C??G,18,17,5,1,0,1,spider,spider:arms=3.3.3.4.4
1244,Qh_GK?@?K??@?@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=3.3.3.8
1245,Qh_GK?@?G?o??@??_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=3.3.4.7
1246,Qh_GK?@?G?_@_???_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=3.3.5.6
1247,Qh_GK?@?G?_@?@??_?G?@??C??G,18,17,3,1,0,1,spider,spider:arms=3.3.11
1248,Qh_GGE??G?_@_???_?G?@??C??G,18,17,4,1,0,1,spider,spider:arms=3.4.4.6
1249,Qh_GGE??G?_@?@_???G?@??C??G,18,17,4,1,0,1,spider,spider:arms=3.4.5.5
1250,Qh_GGE??G?_@?@??_?G?@??C??G,18,17,3,1,0,1,spider,spider:arms=3.4.10
1251,Qh_GGC@_??_@?@??_?G?@??C??G,18,17,3,1,0,1,spider,spider:arms=3.5.9
1252,Qh_GGC@?K??@?@??_?G?@??C??G,18,17,3,1,0,1,spider,spider:arms=3.6.8
1253,Qh_GGC@?G?o??@??_?G?@??C??G,18,17,3,1,0,1,spider,spider:arms=3.7.7
1254,QhE?GC@_??_@?@_???G?@??C??G,18,17,4,1,0,1,spider,spider:arms=4.4.4.5
1255,QhE?GC@_??_@?@??_?G?@??C??G,18,17,3,1,0,1,spider,spider:arms=4.4.9
1256,QhE?GC@?K??@?@??_?G?@??C??G,18,17,3,1,0,1,spider,spider:arms=4.5.8
1257,QhE?GC@?G?o??@??_?G?@??C??G,18,17,3,1,0,1,spider,spider:arms=4.6.7
1258,QhCK?C@?G?o??@??_?G?@??C??G,18,17,3,1,0,1,spider,spider:arms=5.5.7
1259,QhCK?C@?G?_@_???_?G?@??C??G,18,17,3,1,0,1,spider,spider:arms=5.6.6
1260,A_,2,1,1,1,1,1,complete_multipartite,complete_multipartite:parts=1.1
1261,Bw,3,3,2,2,1,0,complete_multipartite,complete_multipartite:parts=1.1.1
1262,Bo,3,2,2,1,0,1,complete_multipartite,complete_multipartite:parts=1.2
1263,C~,4,6,3,3,1,0,complete_multipartite,complete_multipartite:parts=1.1.1.1
1264,C},4,5,3,2,0,0,complete_multipartite,complete_multipartite:parts=1.1.2
1265,Cr,4,4,2,2,1,0,complete_multipartite;grid,complete_multipartite:parts=2.2 | grid:P2 square P2
1266,D~{,5,10,4,4,1,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1
1267,D~w,5,9,4,3,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2
1268,D}o,5,7,4,2,0,0,complete_multipartite,complete_multipartite:parts=1.1.3
1269,Dvw,5,8,4,3,0,0,complete_multipartite,complete_multipartite:parts=1.2.2
1270,Ds[,5,6,3,2,0,0,complete_multipartite,complete_multipartite:parts=2.3
1271,E~~w,6,15,5,5,1,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1
1272,E~~o,6,14,5,4,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2
1273,E~z_,6,12,5,3,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.3
1274,E}~o,6,13,5,4,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.2
1275,E}r?,6,9,5,2,0,0,complete_multipartite,complete_multipartite:parts=1.1.4
1276,Evz_,6,11,5,3,0,0,complete_multipartite,complete_multipartite:parts=1.2.3
1277,Er~o,6,12,4,4,1,0,complete_multipartite,complete_multipartite:parts=2.2.2
1278,Es`w,6,8,4,2,0,0,complete_multipartite,complete_multipartite:parts=2.4
1279,Es\o,6,9,3,3,1,0,complete_multipartite;random_cubic,complete_multipartite:parts=3.3 | random_cubic:n=6;sample=2;seed=106002 | random_cubic:n=6;sample=3;seed=106003 | random_cubic:n=6;sample=10;seed=106010 | random_cubic:n=6;sample=11;seed=106011 | random_cubic:n=6;sample=15;seed=106015
1280,F~~~w,7,21,6,6,1,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1
1281,F~~~o,7,20,6,5,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.2
1282,F~~v_,7,18,6,4,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.3
1283,F~z~o,7,19,6,5,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.2
1284,F~zf?,7,15,6,3,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.4
1285,F}~v_,7,17,6,4,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.3
1286,F}rE?,7,11,6,2,0,0,complete_multipartite,complete_multipartite:parts=1.1.5
1287,Fvz~o,7,18,6,5,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.2
1288,Fvzf?,7,14,6,3,0,0,complete_multipartite,complete_multipartite:parts=1.2.4
1289,Fs~v_,7,15,6,4,0,0,complete_multipartite,complete_multipartite:parts=1.3.3
1290,Fr~v_,7,16,5,4,0,0,complete_multipartite,complete_multipartite:parts=2.2.3
1291,FsaBw,7,10,5,2,0,0,complete_multipartite,complete_multipartite:parts=2.5
1292,Fs`zo,7,12,4,3,0,0,complete_multipartite,complete_multipartite:parts=3.4
1293,G~~~~{,8,28,7,7,1,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1
1294,G~~~~w,8,27,7,6,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.2
1295,G~~~vo,8,25,7,5,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.3
1296,G~~v~w,8,26,7,6,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2.2
1297,G~~vf_,8,22,7,4,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.4
1298,G~z~vo,8,24,7,5,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.3
1299,G~zfF?,8,18,7,3,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.5
1300,G}~v~w,8,25,7,6,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.2.2
1301,G}~vf_,8,21,7,4,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.4
1302,G}r~vo,8,22,7,5,0,0,complete_multipartite,complete_multipartite:parts=1.1.3.3
1303,G}rEE?,8,13,7,2,0,0,complete_multipartite,complete_multipartite:parts=1.1.6
1304,Gvz~vo,8,23,7,5,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.3
1305,GvzfF?,8,17,7,3,0,0,complete_multipartite,complete_multipartite:parts=1.2.5
1306,Gs~vf_,8,19,7,4,0,0,complete_multipartite,complete_multipartite:parts=1.3.4
1307,Gr~v~w,8,24,6,6,1,0,complete_multipartite,complete_multipartite:parts=2.2.2.2
1308,Gr~vf_,8,20,6,4,0,0,complete_multipartite,complete_multipartite:parts=2.2.4
1309,Gs^~vo,8,21,6,5,0,0,complete_multipartite,complete_multipartite:parts=2.3.3
1310,GsaCB{,8,12,6,2,0,0,complete_multipartite,complete_multipartite:parts=2.6
1311,GsaBzw,8,15,5,3,0,0,complete_multipartite,complete_multipartite:parts=3.5
1312,Gs`zro,8,16,4,4,1,0,complete_multipartite,complete_multipartite:parts=4.4
1313,H~~~~~~,9,36,8,8,1,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1
1314,H~~~~~},9,35,8,7,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.2
1315,H~~~~z{,9,33,8,6,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.3
1316,H~~~v~},9,34,8,7,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.2.2
